,artist,title,rating,url,chords,top_1,top_2,top_3
57,OneRepublic,LOVE RUNS OUT,109.0,https://tabs.ultimate-guitar.com/o/onerepublic/love_runs_out_ver2_crd.htm,E-3 Gm Gm Cm Gm D Gm Gm Gm Cm Gm D Gm Gm Gm Cm Gm D Gm Gm Gm Cm Gm D Gm Gm Gm Cm Gm D Gm Gm F C Eb Gm F C Eb D F Gm Gm Gm Gm Gm Cm Gm D Gm Gm Gm Cm Gm D Gm,C Eb,F C,Eb D
58,Brantley Gilbert,BOTTOMS UP,160.0,https://tabs.ultimate-guitar.com/b/brantley_gilbert/bottoms_up_crd_1449978id_24122013date.htm,Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D Em C D,Em C,C D,D Em
59,Becky G,SHOWER,48.0,https://tabs.ultimate-guitar.com/b/becky_g/shower_ver2_crd_1504120id_21072014date.htm,G D Bm A G D Bm A G D Bm A G D Bm A A G D Bm A G D Bm A G D Bm A G D Bm A G G D Bm A G D Bm A G D Bm A A G D Bm A G D Bm A G D Bm A G D Bm A G G D Bm A G D Bm A G D Bm A G D Bm A A G D Bm A G D Bm A G D Bm A G D Bm A G,D Bm,Bm A,G D
60,Rixton,ME AND MY BROKEN HEART,303.0,https://tabs.ultimate-guitar.com/r/rixton/me_and_my_broken_heart_crd.htm,Am Dm G C Am Dm G C G/B Am Am Dm G C Am Dm G C G/B Am Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C Am Dm G C G/B Am Am Dm G C Am Dm G C G/B Am Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C G/B Am Dm G C Am Dm G C G/B Am Am Dm G C Am Dm G C G/B Am Am Dm G C Am Dm G C G/B Am Am Dm G C Am Dm G C G/B Am,G C,C G/B,Dm G
61,Kenny Chesney,AMERICAN KIDS,140.0,https://tabs.ultimate-guitar.com/k/kenny_chesney/american_kids_crd.htm,Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em-G C-D Em-G C D G D Em C G D Em C G D Em C G D Em C Em C Em C Em C Em G Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D G D Em C G D Em C G D Em C G D Em C Em C Em C Em C Em G G D Em C G D Em C G D Em C G D Em C Em C Em C Em C Em G,Em-G C-D,C-D Em-G,D Em-G
62,Sara Bareilles,BRAVE,288.0,https://tabs.ultimate-guitar.com/s/sara_bareilles/brave_ver4_crd.htm,G G Em Em C D G G Em C D G Em C D G Em C D G C Em D G C Em D G G Em Em C D G Em C D G Em C D G Em C D Em G G/B C G/B C Em G Dsus4 D G Em C D G C Em D G C Em D G C Em D G C Em D,Dsus4 D,G/B C,G Dsus4
63,The Neighbourhood,SWEATER WEATHER,2220.0,https://tabs.ultimate-guitar.com/t/the_neighbourhood/sweater_weather_crd.htm,C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G Am G D Am G D Am G D D D D C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G,D D,Am Em,C Am
64,Sam Hunt,LEAVE THE NIGHT ON,189.0,https://tabs.ultimate-guitar.com/s/sam_hunt/leave_the_night_on_crd.htm,G Dsus4 Em7 Cadd9 Am G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 Em7 G Cadd9 G Am Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 G Dsus4 Em7 Dsus4 Cadd9 G Dsus4 Cadd9 Em7,Cadd9 G,G Dsus4,Dsus4 Em7
65,Chris Brown Featuring Usher & Rick Ross,NEW FLAME,16.0,https://tabs.ultimate-guitar.com/c/chris_brown/new_flame_crd.htm,"C, Am, G), C C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C C Am G","C, Am,","Am, G),",Am G
66,Dierks Bentley,DRUNK ON A PLANE,182.0,https://tabs.ultimate-guitar.com/d/dierks_bentley/drunk_on_a_plane_crd.htm,G Cadd9 G Cadd9 G Cadd9 G Cadd9 Em7 D C D G Cadd9 G Cadd9 Em7 D C D G Cadd9 Em Cadd9 G Cadd9 Em Cadd9 G Cadd9 Em D G Cadd9 Em D G Cadd9 G Cadd9 G Cadd9 G Cadd9 Em7 D C D G Cadd9 Em Cadd9 G Cadd9 Em Cadd9 G Cadd9 Em D G Cadd9 Em D G Cadd9 G Cadd9 Em7 D Cadd9 D G Cadd9 Em Cadd9 G Cadd9 Em Cadd9 G Cadd9 Em D G Cadd9 Em D G Cadd9 G Cadd9 G Cadd9 G Cadd9 G Cadd9 G,D C,C D,Em7 D
67,Katy Perry,BIRTHDAY,33.0,https://tabs.ultimate-guitar.com/k/katy_perry/birthday_crd.htm,Cadd9 Am Cadd9 Am G Cadd9 Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9* Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am* G* Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9*....Am*....Cadd9*....Am*..G*.. Cadd9*....Am*....Cadd9*....Am*..G*.. Cadd9* Am* G* Cadd9* Am* G* Cadd9* Am* G* Cadd9* Am* Am* Am* Am* Am* Am* Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G Cadd9 Am G Cadd9 G Am G,Cadd9*....Am*....Cadd9*....Am*..G*.. Cadd9*....Am*....Cadd9*....Am*..G*..,G* Cadd9*,Cadd9*....Am*....Cadd9*....Am*..G*.. Cadd9*
68,Lady Antebellum,BARTENDER,62.0,https://tabs.ultimate-guitar.com/l/lady_antebellum/bartender_ver2_crd.htm,Bm G A Bm G A G D A Bm G D A Bm G D A Bm Bm Bm G A G A G D A Bm G D A Bm G D A Bm G Bm G A G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm,D A,G D,Bm G
69,Naughty Boy Featuring Sam Smith,LA LA LA,214.0,https://tabs.ultimate-guitar.com/n/naughty_boy/la_la_la_ver2_crd.htm,Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C,Em D,D Am,Am C
70,Robin Thicke Featuring T.I. + Pharrell,BLURRED LINES,66.0,https://tabs.ultimate-guitar.com/r/robin_thicke/blurred_lines_ver2_crd.htm,F C F F C F F F F C C C F F F F C C C F F F F C C C F F F F C C C,F F,F C,C C
71,Lady Gaga Featuring R. Kelly,DO WHAT U WANT,32.0,https://tabs.ultimate-guitar.com/l/lady_gaga/do_what_u_want_crd.htm,C D D Em D C D D Em D C D D Em D C D D Em D C D D Em C D D Em D C D D Em D Csus2 Dsus2 Dsus2 Em Dsus2 Csus2 Dsus2 Dsus2 Em Dsus2 Csus2 Dsus2 Dsus2 Em Dsus2 C D D Em D C D D Em C C D D Em D C D D Em D C D B Em D C D B Em D C D D Em D C D D Em D C D D Em D C D D Em D C D D Em D,Csus2 Dsus2,Dsus2 Csus2,B Em
72,Shakira Featuring Rihanna,CAN'T REMEMBER TO FORGET YOU,43.0,https://tabs.ultimate-guitar.com/s/shakira/cant_remember_to_forget_you_ver2_crd.htm,"C's A/C#, A Bm Bm, Em, A, D* Bm Em A D Bm Em A D Bm Em A D Bm Em A Bm A Em G F# Bm A G D A/C# Bm A Em G F# Bm A G Bm Em A D A/C# Bm Em A D* Bm Em A D C Bm Em A D A/C# Bm Em A D C Bm Em A Bm A Em G F# Bm A G D A/C# Bm A Em G F# Bm A G Bm Em A D A/C# Bm Em A D* Bm Em A D A/C# Bm Em A D* Bm A Em G F# Bm A Em D A/C# Bm A Em G F# Bm A Em G F# Bm A Em D A/C# Bm A G","C's A/C#,","Bm, Em,","Em, A,"
73,5 Seconds Of Summer,AMNESIA,636.0,https://tabs.ultimate-guitar.com/0-9/5_seconds_of_summer/amnesia_crd.htm,C F C F Am F C F C F Am F Am F C F Am F C F Am F C F Am F C F Am F C F C F Am F C F C F Am F Am F C F Am F C F Am F C F Am F C F Am F Am F Am F F C F Am F C F Am F C F Am F C F Am F,F Am,Am F,C F
74,KONGOS,COME WITH ME NOW,35.0,https://tabs.ultimate-guitar.com/k/kongos/come_with_me_now_acoustic_crd.htm,Dm F Dm F Dm G Dm G Dm G Dm G Dm G Dm G Dm G Dm G Dm C G A Dm C Bb Am Dm C G A Dm C Bb Am Dm G Dm G Dm G Dm. G Dm F G A Dm F Bb Am Dm F G A Dm F Bb Am Gm F Bb A Gm F Bb A Gm F Bb A Gm F Bb Dm Dm G Dm G Dm G Dm G Dm C G A Dm C Bb Am Dm C G A Dm C Bb Am Dm G Dm G Dm,Bb A,Gm F,Bb Am
75,Lil Wayne Featuring Drake,BELIEVE ME,8.0,https://tabs.ultimate-guitar.com/j/jimmy_wayne/do_you_believe_me_now_crd.htm,C Am F C G Am F C C Am F C G Am F C Am G Am F C G Dm F C G Dm F G C G Dm F Dm F Am F C G Am F C G Am F C G Am F C G Dm F G C G Dm F G C G Dm F Dm F Am F C G G Dm F G G Dm F G C G Dm F G C G Dm F Dm F F,Dm F,Am F,C G
76,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,4.0,https://tabs.ultimate-guitar.com/m/mike_will_made_it/23_crd.htm,Dm Bb F Dm F Dm Dm Bb F Dm Bb F Dm Dm Bb F Dm Dm Bb F Db Dm F Am Dm Bb F Dm Dm F Am Dm Bb F Dm D Bb Dm A Bb F D Dm Bb F Dm Bb F Dm Dm Bb F Dm Dm Bb F Db Dm F Am Dm Bb F Dm Dm F Am Dm Bb F Dm D Bb Dm A Bb F D Dm Bb F Dm Bb F Dm Dm Bb F Dm Dm Bb F Db Dm F Am Dm Bb F Dm Dm F Am Dm Bb F Dm D Bb Dm A Bb F D Dm Bb F Dm Bb F Dm Dm Bb F Dm Dm Bb F Db,F D,Dm D,A Bb
77,Jake Owen,BEACHIN',33.0,https://tabs.ultimate-guitar.com/j/jake_owen/beachin_crd.htm,D D G G D G D G D G D G Em G D D G G D G D G D G D G Em G D D G G D D G G D G D G Em G D G,Em G,G Em,D G
78,5 Seconds Of Summer,SHE LOOKS SO PERFECT,244.0,https://tabs.ultimate-guitar.com/0-9/5_seconds_of_summer/she_looks_so_perfect_ver4_crd.htm,E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A E G#m C#m A,C#m A,E G#m,G#m C#m
79,Zedd Featuring Hayley Williams,STAY THE NIGHT,94.0,https://tabs.ultimate-guitar.com/z/zedd/stay_the_night_ver3_crd.htm,C* D* Em* Bm* C* D* Em* C* C Em D Em Bm C Em D* Em* Am Em* D* G* Am* Bm* C* Em* D* Am* C* Em D G Am Bm C Em D Am C Em....D..G..Am....Bm..C.. Em....D..G..Am........ Em D G Am Bm C Em D Am C Em D C Bm Em D Am* C* Em Em D C Bm C Em D Am* Bm* C Em* D* G* Am* Bm* C* Em* D* Am* C* Em D G Am Bm C Em D Am C Em....D..G..Am....Bm..C..Em....D..G.. Am Em....D..G..Am....Bm..C.. Em....D..G..Am........ Em D G Am Bm C Em D Am C Em* D* G* Am* Bm* C* Em* D* Am* C*,Em....D..G..Am....Bm..C.. Em....D..G..Am........,G* Am*,D* G*
80,Beyonce,PARTITION,10.0,https://tabs.ultimate-guitar.com/tab/1667182,Em Am C G Em Em Am C G G Am C G G Em Em Em Em Am C G G Am C G G Em Em Em Am C G G Am C G G Em,Am C,C G,Em Am
81,Lee Brice,I DON'T DANCE,128.0,https://tabs.ultimate-guitar.com/l/lee_brice/i_dont_dance_crd.htm,C C F G C C F G C G Am C B/G Am Em G C C C F G C C F G C G Am C B/G Am Em G C C G Am C B/G Am C G Am C G Am Em G C C,B/G Am,Am Em,F G
82,Miley Cyrus,ADORE YOU,74.0,https://tabs.ultimate-guitar.com/m/miley_cyrus/adore_you_crd.htm,C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F...stop C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C F Am C Am C F Am F* C F Am* C* F* Am* C F Am F* C C* F* Am* C* F* Am* C F Am C F Am C F Am C F Am C F Am C F Am C,C* F*,Am* C*,F* Am*
