,artist,title,rating,url,chords
63,Tove Lo,HABITS (STAY HIGH),67.0,https://tabs.ultimate-guitar.com/t/tove_lo/habits_stay_high_crd.htm,Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F
64,Sam Smith,LAY ME DOWN,773.0,https://tabs.ultimate-guitar.com/s/sam_smith/lay_me_down_ver3_crd.htm,E E Aadd9 Aadd9 Aadd9 E Aadd9 Aadd9 Aadd9 F#m A C#m B F#m A E A/B E C#m F#m A E C#m F#m A A/B E E A E A F#m A C#m B F#m A E/B A/B E B/D# C#m F#m A E C#m F#m A A/B F#m F#m A D B7sus2 F#m A D B7sus2 F#m A D B7sus2 F#m A D B7sus2 F#m A D B7sus2 E C#m F#m A A/B E
65,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",DOWNTOWN,21.0,https://tabs.ultimate-guitar.com/m/macklemore_ryan_lewis/downtown_crd.htm,B-I------5--5--------5--5---5--------| Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G C C C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G C Em F G Am Em F G
66,Sam Hunt,HOUSE PARTY,59.0,https://tabs.ultimate-guitar.com/s/sam_hunt/house_party_crd.htm,C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C F F C Am F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C F F C Am F F C C F F C Am F F C C C/B F F C Am C/B F F C C C/B F F C Am C/B F F C C F F C Am F F C
67,Luke Bryan,KICK THE DUST UP,46.0,https://tabs.ultimate-guitar.com/l/luke_bryan/kick_the_dust_up_crd.htm,Em Em D Em Em D Em Em D Em Em D Em Em Em C D Em C D C G D Em C D Em Em D Em Em D Em Em D Em Em D Em Em Em C D Em C D C G D Em C D Em Em C D Em Em Em C D Em C D C G D Em C D Em
68,George Ezra,BUDAPEST,957.0,https://tabs.ultimate-guitar.com/g/george_ezra/budapest_ver2_crd.htm,F F F Bb F F F Bb F Bb F C Bb F C Bb F F F Bb F Bb F C Bb F C Bb F C Bb F C Bb F F Bb F F F Bb F Bb F C Bb F C Bb F C Bb F C Bb F F F Bb F Bb F
69,Sia,CHANDELIER,1584.0,https://tabs.ultimate-guitar.com/s/sia/chandelier_ver3_crd.htm,Am F G Em Am F G Em F Am G G F G C F F G C F F G C F F G C F F G C F F G C F F Am F G Em F Am G G F G C F F G C F F G C F F G C F F G C F F G C F F F F G C F F C F
70,Kelly Clarkson,HEARTBEAT SONG,93.0,https://tabs.ultimate-guitar.com/k/kelly_clarkson/heartbeat_song_crd.htm,C: Em: Am: F: G: C Em Am F C Em Am F C Em Am F C Em Am G C Em Am F C Em Am F C Em Am F C Em Am G C Em Am F C Em Am F G Am F C Em Am F C Em Am F C Em Am F C Em Am F
71,Ed Sheeran,DON'T,355.0,https://tabs.ultimate-guitar.com/e/ed_sheeran/dont_ver3_crd.htm,Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D
72,Ella Henderson,GHOST,274.0,https://tabs.ultimate-guitar.com/e/ella_henderson/ghost_crd.htm,C G Em D C G Em D C G Em D C G Em D Em C Am Em C Am G Am Em C D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D Em C Am Em C Am C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D
73,Alessia Cara,HERE,273.0,https://tabs.ultimate-guitar.com/a/alessia_cara/here_acoustic_crd.htm,Am Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Dm Am E Am Dm Am E Dm Am E Dm Am Dm Am E Am Dm Am E Dm Am E Am Dm Am E Am Dm Am E Am
74,Mr. Probz,WAVES,266.0,https://tabs.ultimate-guitar.com/m/mr_probz/waves_ver2_crd.htm,Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C Em D Bm C
75,Ne-Yo Featuring Juicy J,SHE KNOWS,9.0,https://tabs.ultimate-guitar.com/d/derek_and_the_dominos/nobody_knows_you_when_youre_down_and_out_crd.htm,C E A A7 A Dm A Dm F F7 C C/B A D7 G7 D7 D#7 E7 F7 F7 E7 D#7 D7 G7 C F7 C G7 C
76,One Direction,NIGHT CHANGES,1057.0,https://tabs.ultimate-guitar.com/o/one_direction/night_changes_crd.htm,G Em Bm D G Em Bm D C D C D C D G D Em C D C D C D G D Em C D G Em Bm D G Em Bm D C D C D C D G D Em C D C D C D G D Em C D A A F#m D E A F#m C#m E D E D E D E A E F#m D E D E D E A E F#m D E D E D E A
77,Drake,BACK TO BACK,9.0,https://tabs.ultimate-guitar.com/d/drake_white/back_to_free_acoustic_crd.htm,Cadd2 G G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2 G Cadd2
78,Calvin Harris & Disciples,HOW DEEP IS YOUR LOVE,128.0,https://tabs.ultimate-guitar.com/c/calvin_harris/how_deep_is_your_love_crd.htm,Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am
